"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"12/29/2011","AQS","510130020","1","30.3","ppb","28","Aurora Hills Visitors Center","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","013","Arlington","38.857700000922","-77.05922"
"12/30/2011","AQS","510130020","1","31.3","ppb","29","Aurora Hills Visitors Center","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","013","Arlington","38.857700000922","-77.05922"
"12/31/2011","AQS","510130020","1","29.4","ppb","27","Aurora Hills Visitors Center","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","013","Arlington","38.857700000922","-77.05922"
"01/01/2011","AQS","511071005","1","28.7","ppb","26","Broad Run High School, Ashburn","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
"01/02/2011","AQS","511071005","1","6.1","ppb","6","Broad Run High School, Ashburn","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
"01/03/2011","AQS","511071005","1","31.8","ppb","29","Broad Run High School, Ashburn","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
"01/04/2011","AQS","511071005","1","31.5","ppb","29","Broad Run High School, Ashburn","23","96.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
"01/05/2011","AQS","511071005","1","32.3","ppb","30","Broad Run High School, Ashburn","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
"01/06/2011","AQS","511071005","1","39.4","ppb","37","Broad Run High School, Ashburn","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
"01/07/2011","AQS","511071005","1","34.7","ppb","32","Broad Run High School, Ashburn","24","100.0000","42602","Nitrogen dioxide (NO2)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","Virginia","107","Loudoun","39.0247300009231","-77.48925"
